demand_elec.fix,demand_heat.fix,elec_net_dyn.emission_factor,elec_net_dyn.variable_costs,t_wp_A_W70.eff_out_1,t_wp_A_W70.max,pv.fix
114.4206804,647.6868117,0.349,0.15,1.72,0.325564972,0
127.3161697,743.2274128,0.362,0.15,1.66,0.327860169,0
111.2576605,812.1561708,0.376,0.15,1.3,0.341631356,0
80.15171651,876.8564668,0.402,0.15,1.3,0.341631356,0
63.38254243,921.6118457,0.405,0.15,1.39,0.338188559,0
57.56063924,952.4851642,0.408,0.15,1.27,0.342778955,0
56.19523188,970.2256514,0.405,0.15,1.42,0.33704096,0
55.99821538,978.608776,0.401,0.15,1.57,0.331302966,0
57.51640842,983.0008289,0.391,0.15,1.12,0.348516949,0
66.01869178,990.9774129,0.373,0.15,1.33,0.340483757,0
87.41977086,1006.778063,0.365,0.15,1.51,0.333598164,0
137.055129,1018.593371,0.358,0.15,1.51,0.333598164,0.026619347
229.9188989,995.9049876,0.319,0.15,2.02,0.314088983,0.130285256
272.8730751,961.1733481,0.282,0.15,2.552,0.315007062,0.194739992
266.5610499,882.8279052,0.263,0.15,2.616,0.338735876,0.264600065
271.7999341,772.786419,0.246,0.15,2.672,0.359498588,0.326180309
244.3985099,675.1459728,0.239,0.15,2.696,0.368396893,0.353502198
202.902327,625.383448,0.238,0.15,2.712,0.373269774,0.317368141
189.7024195,623.7643694,0.256,0.15,2.706,0.371574859,0.207846458
216.827386,651.6960096,0.268,0.15,2.676,0.360981638,0.108813903
215.5814252,575.8858215,0.274,0.15,2.64,0.347634181,0.035431307
188.2966902,550.413603,0.278,0.15,2.588,0.32835452,0
158.9429528,547.0363197,0.26,0.15,2.552,0.315007062,0
143.2744661,574.0148442,0.255,0.15,2.532,0.307591808,0
134.2542242,617.3726705,0.263,0.15,2.38,0.300317797,0
126.8978751,685.2937119,0.275,0.15,2.14,0.309498588,0
109.1136456,766.1159493,0.295,0.15,2.11,0.310646186,0
88.25461396,839.2474777,0.292,0.15,1.96,0.316384181,0
70.68487926,886.1279956,0.305,0.15,1.87,0.319826977,0
63.92817983,902.6862499,0.313,0.15,2.17,0.308350989,0
59.93339708,909.5011484,0.316,0.15,2.23,0.306055791,0
60.72880332,913.45492,0.301,0.15,2.23,0.306055791,0
62.44976347,911.0384796,0.299,0.15,2.17,0.308350989,0
72.22074167,914.039785,0.306,0.15,2.14,0.309498588,0
82.63584325,933.6848436,0.305,0.15,1.93,0.31753178,0
114.2112349,956.1546435,0.28,0.15,1.9,0.318679379,0.040851379
190.7304793,931.0928914,0.258,0.15,2.5,0.295727401,0.183624111
233.478574,878.6617412,0.247,0.15,2.58,0.325388418,0.300132722
246.6811681,814.8523812,0.242,0.15,2.648,0.350600282,0.384936162
258.6051762,735.9604417,0.241,0.15,2.73,0.37835452,0.421317253
243.5492846,664.2153929,0.246,0.15,2.79,0.395303672,0.407844787
215.1873599,574.1748683,0.264,0.15,2.826,0.405473164,0.387379875
193.2657266,506.2544812,0.276,0.15,2.838,0.408862994,0.325688053
199.0426694,477.20546,0.284,0.15,2.82,0.403778249,0.207753995
177.1462619,455.4445931,0.284,0.15,2.7,0.369879944,0.068162107
147.2138404,458.7118841,0.274,0.15,2.616,0.338735876,0
138.0822059,474.2081267,0.267,0.15,2.604,0.334286723,0
144.7359802,514.1560335,0.277,0.15,2.588,0.32835452,0
137.3284061,537.9838566,0.298,0.15,2.596,0.331320621,0
122.8144718,575.9883118,0.331,0.15,2.584,0.326871469,0
110.5956945,622.2724338,0.342,0.15,2.604,0.334286723,0
91.43841183,667.4804179,0.368,0.15,2.62,0.340218927,0
69.9800225,691.4437651,0.382,0.15,2.632,0.344668079,0
58.4445297,697.3678878,0.392,0.15,2.652,0.352083333,0
55.63522209,700.2230244,0.406,0.15,2.648,0.350600282,0
57.06519634,702.8924992,0.397,0.15,2.652,0.352083333,0
59.98590981,701.5008739,0.366,0.15,2.608,0.335769774,0
76.41393056,698.7274506,0.344,0.15,2.648,0.350600282,0
93.84539552,706.3423495,0.343,0.15,2.648,0.350600282,0
131.8451819,717.0262864,0.303,0.15,2.66,0.355049435,0.026455659
196.5369397,686.9512587,0.289,0.15,2.736,0.380049435,0.164438123
215.3879842,635.9245803,0.274,0.15,2.838,0.408862994,0.28631619
207.900805,576.1222013,0.268,0.15,2.952,0.441066384,0.371967012
209.4306774,502.9911126,0.264,0.15,3.036,0.466172316,0.419658788
205.9838539,434.5395688,0.267,0.15,3.108,0.489265537,0.42596663
209.6845049,345.5966259,0.279,0.15,3.156,0.504661017,0.392806766
208.810767,283.4388073,0.292,0.15,3.174,0.510434322,0.328104976
207.7947957,265.2105686,0.293,0.15,3.12,0.493114407,0.21008703
180.2293225,246.8228297,0.288,0.15,3,0.454625706,0.069860674
140.2874852,240.3501692,0.267,0.15,2.922,0.432591808,0
117.6084789,241.484875,0.262,0.15,2.868,0.417337571,0
108.1622845,269.5768199,0.281,0.15,2.838,0.408862994,0
114.1839087,288.5527311,0.312,0.15,2.808,0.400388418,0
113.2003877,326.0368357,0.337,0.15,2.79,0.395303672,0
90.75993516,381.1933738,0.364,0.15,2.778,0.391913842,0
73.27495632,442.7002032,0.395,0.15,2.748,0.383439266,0
64.23493253,488.4532881,0.397,0.15,2.73,0.37835452,0
62.21745263,519.9729425,0.413,0.15,2.688,0.365430791,0
59.80741492,545.8146155,0.43,0.15,2.672,0.359498588,0
60.72880332,564.5984782,0.425,0.15,2.66,0.355049435,0
62.44976347,571.3674296,0.397,0.15,2.66,0.355049435,0
72.22074167,577.0338827,0.381,0.15,2.644,0.349117232,0
82.63584325,588.1789662,0.348,0.15,2.684,0.36394774,0
114.2112349,606.1734729,0.318,0.15,2.73,0.37835452,0.0079839
190.7304793,601.7049496,0.306,0.15,2.748,0.383439266,0.02656051
233.478574,594.7563041,0.293,0.15,2.778,0.391913842,0.036265707
246.6811681,585.1783779,0.291,0.15,2.844,0.41055791,0.04609239
258.6051762,552.0090723,0.278,0.15,2.94,0.437676554,0.097473161
243.5492846,508.0210689,0.277,0.15,3.012,0.458474576,0.138066211
215.1873599,431.855825,0.289,0.15,3.048,0.470021186,0.278175399
193.2657266,372.6813349,0.299,0.15,3.036,0.466172316,0.287766757
199.0426694,349.7236953,0.297,0.15,2.982,0.44954096,0.201421281
177.1462619,329.0102726,0.298,0.15,2.868,0.417337571,0.071433436
147.2138404,328.3998709,0.281,0.15,2.754,0.385134181,0
138.0822059,337.97671,0.282,0.15,2.742,0.38174435,0
144.7359802,373.9683554,0.302,0.15,2.706,0.371574859,0
137.3284061,398.8250716,0.324,0.15,2.7,0.369879944,0
122.7942879,445.31237,0.341,0.15,2.656,0.353566384,0
110.8113635,507.1160489,0.354,0.15,2.652,0.352083333,0
91.63599872,572.0498256,0.374,0.15,2.616,0.338735876,0
71.63454363,614.6886334,0.365,0.15,2.62,0.340218927,0
58.60060805,641.3030899,0.355,0.15,2.62,0.340218927,0
51.20458107,660.3907752,0.354,0.15,2.604,0.334286723,0
50.69835793,679.4210476,0.341,0.15,2.608,0.335769774,0
59.04534829,703.9700463,0.325,0.15,2.596,0.331320621,0
68.77494602,738.0253033,0.322,0.15,2.592,0.329837571,0
85.20788367,727.9612007,0.301,0.15,2.576,0.323905367,0
119.1939555,728.0446519,0.282,0.15,2.596,0.331320621,0.006252269
209.4256948,727.341897,0.256,0.15,2.64,0.347634181,0.047051876
257.8902064,706.0022169,0.241,0.15,2.68,0.362464689,0.064325734
259.3314281,673.2099903,0.228,0.15,2.736,0.380049435,0.109461123
254.446318,628.2305079,0.208,0.15,2.838,0.408862994,0.189239608
242.2012988,570.8223031,0.19,0.15,2.898,0.425812147,0.215196418
205.2105762,503.3538521,0.187,0.15,2.922,0.432591808,0.166685838
178.0754858,440.7689127,0.195,0.15,2.916,0.430896893,0.147744632
185.8159844,413.4843243,0.197,0.15,2.892,0.424117232,0.052197018
185.9564773,388.9503079,0.218,0.15,2.85,0.412252825,0.015069437
161.8163052,371.7482872,0.22,0.15,2.85,0.412252825,0
130.8975729,358.9990118,0.224,0.15,2.856,0.41394774,0
133.3555956,350.4401546,0.23,0.15,2.838,0.408862994,0
139.2351702,347.9967192,0.223,0.15,2.838,0.408862994,0
137.0219819,376.0010812,0.228,0.15,2.88,0.420727401,0
117.104972,412.2435949,0.242,0.15,2.904,0.427507062,0
87.39868634,454.3679465,0.239,0.15,2.94,0.437676554,0
61.31570958,447.0903733,0.249,0.15,2.958,0.442761299,0
57.01928291,447.3975745,0.27,0.15,2.958,0.442761299,0
55.21123658,443.3942439,0.288,0.15,2.952,0.441066384,0
57.29905121,445.7807326,0.31,0.15,2.952,0.441066384,0
60.31784721,455.2025767,0.322,0.15,2.946,0.439371469,0
74.17783561,474.9568105,0.329,0.15,2.94,0.437676554,0
88.25867034,450.9031896,0.326,0.15,2.928,0.434286723,0
95.87323442,441.7185051,0.317,0.15,2.934,0.435981638,0.004987618
91.95598186,439.6789914,0.292,0.15,2.952,0.441066384,0.072100199
83.77696857,426.3735212,0.275,0.15,2.994,0.452930791,0.077774695
73.95229335,417.5702051,0.271,0.15,3.042,0.468096751,0.055700605
75.41916749,416.4341149,0.268,0.15,3.042,0.468096751,0.039200265
79.99836197,410.5243797,0.266,0.15,3.042,0.468096751,0.029083784
104.715088,392.3455778,0.277,0.15,3.03,0.464247881,0.026924611
111.8765148,365.836816,0.296,0.15,3,0.454625706,0.018855482
100.2378106,359.7803153,0.307,0.15,2.994,0.452930791,0.0120136
89.17966639,351.7166722,0.306,0.15,2.862,0.415642655,0.005298017
83.77608313,353.1781535,0.286,0.15,2.79,0.395303672,0
94.24057529,357.4505871,0.29,0.15,2.766,0.388524011,0
98.55302108,362.2158893,0.305,0.15,2.742,0.38174435,0
109.7534584,376.4366367,0.309,0.15,2.724,0.376659605,0
112.1120628,425.2488817,0.333,0.15,2.712,0.373269774,0
91.15570939,486.250845,0.333,0.15,2.7,0.369879944,0
71.06375213,553.2118279,0.32,0.15,2.696,0.368396893,0
55.51888378,567.7985999,0.314,0.15,2.692,0.366913842,0
50.10308664,584.6301508,0.315,0.15,2.692,0.366913842,0
47.84637728,592.0051548,0.318,0.15,2.688,0.365430791,0
48.78921469,594.1165861,0.301,0.15,2.688,0.365430791,0
50.1099442,584.3932032,0.294,0.15,2.688,0.365430791,0
54.05723871,571.9986846,0.284,0.15,2.692,0.366913842,0
67.61057416,597.6418094,0.259,0.15,2.684,0.36394774,0
86.19571513,626.5371607,0.252,0.15,2.7,0.369879944,0.003369633
106.3038759,692.2929663,0.24,0.15,2.712,0.373269774,0.015527904
117.2293897,659.2974585,0.222,0.15,2.718,0.374964689,0.026641743
126.4178313,649.7425929,0.211,0.15,2.73,0.37835452,0.045595936
118.4936581,616.5449584,0.204,0.15,2.754,0.385134181,0.029232445
99.73094441,602.081072,0.187,0.15,2.766,0.388524011,0.040169787
97.87106104,594.805174,0.197,0.15,2.796,0.396998588,0.057573962
99.78369115,578.6366578,0.209,0.15,2.778,0.391913842,0.029130218
102.1933223,565.1232408,0.22,0.15,2.778,0.391913842,0.042481903
103.6750009,535.3827392,0.233,0.15,2.754,0.385134181,0.011197774
104.8244119,534.1277261,0.241,0.15,2.73,0.37835452,0
124.9282887,493.8985415,0.23,0.15,2.736,0.380049435,0
112.4819562,470.8670963,0.239,0.15,2.706,0.371574859,0
110.078299,493.6914519,0.252,0.15,2.712,0.373269774,0
114.098293,558.1514375,0.281,0.15,2.718,0.374964689,0
102.0023881,562.1913824,0.299,0.15,2.736,0.380049435,0
79.06411919,581.3378063,0.309,0.15,2.724,0.376659605,0
64.5483366,598.1691994,0.313,0.15,2.736,0.380049435,0
56.8717759,611.3155272,0.322,0.15,2.736,0.380049435,0
50.98313951,616.6187416,0.324,0.15,2.742,0.38174435,0
50.69835793,624.4487571,0.33,0.15,2.73,0.37835452,0
59.04534829,638.9589729,0.335,0.15,2.736,0.380049435,0
68.77494602,663.4215307,0.337,0.15,2.73,0.37835452,0
85.20788367,643.9116452,0.331,0.15,2.742,0.38174435,0
119.1939555,641.1013548,0.328,0.15,2.754,0.385134181,0.005688598
209.4256948,649.4811961,0.315,0.15,2.772,0.390218927,0.031478193
257.8902064,650.6288909,0.29,0.15,2.772,0.390218927,0.042356254
259.3314281,652.3358011,0.262,0.15,2.79,0.395303672,0.038312742
254.446318,653.4540627,0.245,0.15,2.826,0.405473164,0.037595588
242.2012988,647.1721544,0.23,0.15,2.802,0.398693503,0.04502077
205.2105762,626.8571482,0.222,0.15,2.766,0.388524011,0.034441127
178.0754858,597.0782308,0.232,0.15,2.73,0.37835452,0.032180728
185.8159844,581.5989528,0.251,0.15,2.706,0.371574859,0.069994793
185.9564773,554.4769352,0.281,0.15,2.688,0.365430791,0.012525198
161.8163052,534.9262406,0.277,0.15,2.668,0.358015537,0
130.8975729,522.2824601,0.255,0.15,2.664,0.356532486,0
133.3555956,515.6708046,0.245,0.15,2.652,0.352083333,0
139.2351702,521.3203515,0.243,0.15,2.636,0.34615113,0
137.1107884,566.4775007,0.252,0.15,2.624,0.341701977,0
117.5033898,624.5682252,0.258,0.15,2.608,0.335769774,0
88.83281855,690.8168761,0.243,0.15,2.604,0.334286723,0
66.7055842,705.2105156,0.251,0.15,2.608,0.335769774,0
62.75491995,719.6344589,0.261,0.15,2.6,0.332803672,0
59.75002571,728.0767205,0.249,0.15,2.596,0.331320621,0
60.72880332,737.4879722,0.244,0.15,2.584,0.326871469,0
62.44976347,740.7195753,0.243,0.15,2.564,0.319456215,0
72.22074167,747.1094754,0.217,0.15,2.556,0.316490113,0
82.63584325,767.3493806,0.21,0.15,2.556,0.316490113,0
114.2112349,800.8986329,0.21,0.15,2.552,0.315007062,0.003591527
190.7304793,811.2896716,0.195,0.15,2.56,0.317973164,0.025124427
233.478574,814.8066258,0.182,0.15,2.576,0.323905367,0.044785372
246.6811681,812.3127886,0.181,0.15,2.6,0.332803672,0.062280675
258.6051762,782.9835848,0.173,0.15,2.632,0.344668079,0.200269399
243.5492846,739.4071325,0.17,0.15,2.656,0.353566384,0.397544582
215.1873599,659.3821957,0.176,0.15,2.684,0.36394774,0.382056325
193.2657266,596.8572256,0.185,0.15,2.68,0.362464689,0.296699158
199.0426694,578.8896705,0.195,0.15,2.648,0.350600282,0.171002671
177.1462619,569.0916833,0.204,0.15,2.548,0.313524011,0.028478133
147.2138404,578.0383954,0.191,0.15,2.516,0.301659605,0
138.0822059,599.9466452,0.187,0.15,2.47,0.296875,0
144.7359802,650.880753,0.195,0.15,2.17,0.308350989,0
137.3284061,688.777752,0.201,0.15,2.05,0.312941384,0
122.9887511,740.0900103,0.212,0.15,1.9,0.318679379,0
111.3541693,799.7035237,0.231,0.15,2.02,0.314088983,0
94.10954199,860.8148602,0.253,0.15,1.84,0.320974576,0
77.89323261,905.1445257,0.26,0.15,1.81,0.322122175,0
64.86269462,940.2865182,0.272,0.15,1.51,0.333598164,0
58.30328081,970.0575291,0.287,0.15,1.51,0.333598164,0
56.7872103,998.7152283,0.288,0.15,1.42,0.33704096,0
57.13969678,1021.972804,0.299,0.15,1.15,0.34736935,0
60.08293127,1015.894672,0.3,0.15,1.03,0.351959746,0
64.40021509,1016.498413,0.296,0.15,1.06,0.350812147,0
70.30346163,1029.80694,0.285,0.15,1.15,0.34736935,0.004567728
82.92672302,1069.8124,0.267,0.15,1.63,0.329007768,0.064731647
110.0844827,1155.196284,0.254,0.15,2.05,0.312941384,0.159435395
133.8931564,1221.235069,0.253,0.15,2.38,0.300317797,0.23075585
145.3871205,1069.849305,0.251,0.15,2.516,0.301659605,0.275197468
121.6123566,873.811187,0.255,0.15,2.544,0.31204096,0.277238463
116.1931317,782.1158661,0.264,0.15,2.556,0.316490113,0.215955614
121.9999606,753.0006695,0.271,0.15,2.556,0.316490113,0.120578055
158.9682937,744.5960282,0.279,0.15,2.544,0.31204096,0.048166825
150.0849253,722.8833527,0.275,0.15,2.528,0.306108757,0.00710666
157.2101195,711.3243541,0.256,0.15,2.52,0.303142655,0
143.721936,700.6505633,0.253,0.15,2.512,0.300176554,0
124.3132768,700.0766243,0.267,0.15,2.5,0.295727401,0
114.008252,718.6085524,0.271,0.15,2.47,0.296875,0
102.8478901,778.4847632,0.277,0.15,2.35,0.301465395,0
81.67195371,840.3101636,0.27,0.15,2.26,0.304908192,0
66.56505591,877.1373389,0.277,0.15,2.29,0.303760593,0
56.00091605,900.7177703,0.265,0.15,2.29,0.303760593,0
51.99773986,917.1960291,0.258,0.15,2.35,0.301465395,0
50.36064363,928.1403623,0.253,0.15,2.26,0.304908192,0
50.34292029,931.7161498,0.245,0.15,2.23,0.306055791,0
51.93874954,924.0953373,0.248,0.15,2.23,0.306055791,0
56.66228002,914.8998458,0.244,0.15,2.17,0.308350989,0
70.69365427,944.4376895,0.236,0.15,2.11,0.310646186,0
89.54811064,976.1904145,0.217,0.15,2.08,0.311793785,0.006520043
110.424481,1038.236778,0.2,0.15,2.2,0.30720339,0.048346554
121.8379164,993.5398854,0.181,0.15,2.41,0.299170198,0.050923717
131.017209,967.2279865,0.178,0.15,2.52,0.303142655,0.077364802
123.1212647,918.7795039,0.17,0.15,2.548,0.313524011,0.057977677
104.0669717,896.2615784,0.168,0.15,2.568,0.320939266,0.037691242
101.7449158,889.7184401,0.169,0.15,2.568,0.320939266,0.031162051
103.641881,876.0773976,0.184,0.15,2.564,0.319456215,0.04005095
106.3200146,864.2529284,0.205,0.15,2.564,0.319456215,0.028008179
108.5780877,833.6923552,0.217,0.15,2.56,0.317973164,0
110.1718123,827.1114088,0.203,0.15,2.56,0.317973164,0
130.326889,778.5681627,0.197,0.15,2.56,0.317973164,0
117.2983577,744.2233448,0.204,0.15,2.568,0.320939266,0
113.9575561,756.6454571,0.21,0.15,2.576,0.323905367,0
117.6645742,813.3794291,0.219,0.15,2.576,0.323905367,0
105.1108839,810.8992496,0.216,0.15,2.588,0.32835452,0
81.86603454,822.348575,0.209,0.15,2.588,0.32835452,0
67.20829257,829.2661064,0.192,0.15,2.604,0.334286723,0
59.92899854,830.0457726,0.201,0.15,2.628,0.343185028,0
54.06770589,823.7020853,0.198,0.15,2.632,0.344668079,0
53.47605976,821.2793623,0.167,0.15,2.628,0.343185028,0
61.27360105,826.6198655,0.17,0.15,2.632,0.344668079,0
70.1354746,842.0141577,0.166,0.15,2.632,0.344668079,0
87.57451075,814.6238496,0.185,0.15,2.648,0.350600282,0
130.5149541,807.7427215,0.183,0.15,2.64,0.347634181,0.00160968
241.0095535,810.0026203,0.204,0.15,2.648,0.350600282,0.030063153
296.3018971,794.626911,0.188,0.15,2.684,0.36394774,0.075671481
295.1886619,773.460979,0.181,0.15,2.712,0.373269774,0.103527288
285.9192606,747.6659135,0.177,0.15,2.73,0.37835452,0.122858607
267.0793786,707.0595124,0.174,0.15,2.772,0.390218927,0.176722131
222.7227204,648.7044043,0.151,0.15,2.784,0.393608757,0.215318969
193.4317355,587.7482596,0.153,0.15,2.802,0.398693503,0.120737077
201.8170863,561.0926729,0.154,0.15,2.772,0.390218927,0.033482137
200.8792375,542.8929139,0.173,0.15,2.724,0.376659605,0
173.3171767,541.83025,0.161,0.15,2.664,0.356532486,0
141.6655747,545.431747,0.164,0.15,2.636,0.34615113,0
140.3481792,544.335199,0.166,0.15,2.664,0.356532486,0
142.3695728,548.4863717,0.17,0.15,2.648,0.350600282,0
140.1058743,588.6077857,0.182,0.15,2.652,0.352083333,0
120.1046092,641.1900612,0.174,0.15,2.644,0.349117232,0
89.87117096,701.0636306,0.109,0.15,2.648,0.350600282,0
64.95697329,711.3021106,0.098,0.15,2.636,0.34615113,0
59.2789072,726.9129276,0.075,0.15,2.628,0.343185028,0
53.58263743,735.6830514,0.055,0.15,2.616,0.338735876,0
52.96325522,748.8580856,0.052,0.15,2.616,0.338735876,0
61.22948526,768.5248452,0.055,0.15,2.596,0.331320621,0
68.80980054,795.7687397,0.074,0.15,2.6,0.332803672,0
81.85245722,776.9333031,0.09,0.15,2.608,0.335769774,0
84.46878829,775.3318441,0.126,0.15,2.6,0.332803672,0.003445667
102.4351636,785.6638179,0.111,0.15,2.604,0.334286723,0.034330912
121.7589043,784.6070194,0.102,0.15,2.608,0.335769774,0.038347522
122.928645,778.732083,0.084,0.15,2.644,0.349117232,0.041846684
118.2809276,768.2857323,0.085,0.15,2.648,0.350600282,0.102616159
114.2698196,742.4808789,0.087,0.15,2.628,0.343185028,0.134762083
100.497872,695.9912717,0.09,0.15,2.628,0.343185028,0.210445939
82.15464251,637.8013041,0.095,0.15,2.652,0.352083333,0.16281004
80.10513959,607.6186186,0.175,0.15,2.64,0.347634181,0.099652958
97.1899166,585.5087748,0.196,0.15,2.604,0.334286723,0.003796924
108.1804452,583.2800332,0.191,0.15,2.572,0.322422316,0
111.3559345,589.6808218,0.184,0.15,2.576,0.323905367,0
127.537782,597.0925866,0.19,0.15,2.564,0.319456215,0
138.1632121,610.1468499,0.187,0.15,2.572,0.322422316,0
137.2835531,656.0110035,0.189,0.15,2.56,0.317973164,0
118.7163556,713.8964433,0.205,0.15,2.552,0.315007062,0
90.56848764,779.1329617,0.213,0.15,2.54,0.31055791,0
64.76358091,792.6620417,0.207,0.15,2.536,0.309074859,0
59.78888278,809.6221118,0.207,0.15,2.536,0.309074859,0
58.95150198,820.277478,0.219,0.15,2.52,0.303142655,0
58.68369896,828.2042869,0.223,0.15,2.508,0.298693503,0
56.7104609,824.6899266,0.222,0.15,2.508,0.298693503,0
56.45042597,814.4037286,0.225,0.15,2.504,0.297210452,0
59.24667333,811.2412813,0.22,0.15,2.47,0.296875,0
73.44092177,844.3484405,0.233,0.15,2.5,0.295727401,0
88.04372521,933.6868655,0.225,0.15,2.32,0.302612994,0.015417612
103.5002775,1030.596899,0.215,0.15,2.35,0.301465395,0.016837274
121.156773,996.3208632,0.213,0.15,2.02,0.314088983,0.02439531
125.5617344,993.0789884,0.21,0.15,2.26,0.304908192,0.040196161
143.9557209,1011.34876,0.212,0.15,2.11,0.310646186,0.036533667
144.2307848,959.597708,0.206,0.15,1.99,0.315236582,0.023006155
133.4625107,953.7150793,0.223,0.15,1.93,0.31753178,0.018368977
132.6154355,940.2254083,0.226,0.15,1.93,0.31753178,0.009124564
123.4757647,935.7800102,0.226,0.15,1.78,0.323269774,0.001107254
103.8951573,906.3420223,0.226,0.15,1.69,0.326712571,0
101.7005998,896.6402668,0.22,0.15,1.69,0.326712571,0
119.4575017,891.5672476,0.22,0.15,1.72,0.325564972,0
146.3424965,930.2286512,0.217,0.15,1.72,0.325564972,0
132.0078924,979.0517574,0.226,0.15,1.9,0.318679379,0
89.3386208,971.210556,0.227,0.15,1.93,0.31753178,0
66.82979032,992.5455333,0.225,0.15,2.05,0.312941384,0
61.18309287,994.3318342,0.217,0.15,2.17,0.308350989,0
58.68145581,1002.95462,0.224,0.15,2.14,0.309498588,0
53.94883194,1003.066167,0.231,0.15,2.2,0.30720339,0
53.47605976,1001.25704,0.242,0.15,2.35,0.301465395,0
61.27360105,1003.16798,0.26,0.15,2.5,0.295727401,0
70.1354746,1014.627119,0.26,0.15,2.5,0.295727401,0
87.57451075,981.7913557,0.27,0.15,2.532,0.307591808,0
130.5149541,967.1391735,0.27,0.15,2.54,0.31055791,0.002130575
241.0095535,960.6013353,0.265,0.15,2.556,0.316490113,0.027666323
296.3018971,938.1225031,0.256,0.15,2.592,0.329837571,0.081957389
295.1886619,913.9118109,0.252,0.15,2.616,0.338735876,0.121260236
285.9192606,896.9470099,0.247,0.15,2.628,0.343185028,0.069802529
267.0793786,881.1642141,0.241,0.15,2.624,0.341701977,0.037681633
222.7227204,853.6120567,0.246,0.15,2.62,0.340218927,0.028439074
193.4317355,815.2714765,0.253,0.15,2.632,0.344668079,0.043474889
201.8170863,794.2543747,0.254,0.15,2.624,0.341701977,0.018850698
200.8792375,761.9557012,0.255,0.15,2.616,0.338735876,0
173.3171767,732.6971094,0.252,0.15,2.616,0.338735876,0
141.6655747,706.6926729,0.24,0.15,2.624,0.341701977,0
140.3481792,685.8980851,0.242,0.15,2.62,0.340218927,0
142.3695728,676.5277857,0.257,0.15,2.62,0.340218927,0
140.1058743,705.6496072,0.253,0.15,2.624,0.341701977,0
120.1124244,748.2027261,0.262,0.15,2.624,0.341701977,0
89.89251484,800.4429919,0.268,0.15,2.624,0.341701977,0
65.27687533,803.5436211,0.254,0.15,2.616,0.338735876,0
59.73751724,810.560261,0.259,0.15,2.62,0.340218927,0
53.86712099,809.3244764,0.26,0.15,2.62,0.340218927,0
53.47605976,812.4101947,0.257,0.15,2.62,0.340218927,0
61.27360105,821.5022905,0.248,0.15,2.62,0.340218927,0
70.1354746,840.9824957,0.242,0.15,2.62,0.340218927,0
87.57451075,819.0109369,0.235,0.15,2.616,0.338735876,0
130.5149541,816.1763145,0.242,0.15,2.616,0.338735876,0.001489274
241.0095535,825.6565034,0.229,0.15,2.628,0.343185028,0.022512345
296.3018971,829.0185527,0.213,0.15,2.628,0.343185028,0.033797951
295.1886619,833.9083346,0.211,0.15,2.64,0.347634181,0.032487478
285.9192606,836.8957549,0.201,0.15,2.652,0.352083333,0.037516416
267.0793786,824.6211807,0.2,0.15,2.668,0.358015537,0.03707275
222.7227204,788.2586143,0.202,0.15,2.68,0.362464689,0.050614917
193.4317355,739.9976915,0.218,0.15,2.684,0.36394774,0.059588038
201.8170863,714.9367001,0.228,0.15,2.664,0.356532486,0.031822729
200.8792375,685.6632974,0.225,0.15,2.644,0.349117232,0
173.3171767,661.9167482,0.207,0.15,2.636,0.34615113,0
141.6655747,640.2073185,0.212,0.15,2.648,0.350600282,0
140.3481792,620.9997464,0.212,0.15,2.648,0.350600282,0
142.3695728,611.2965162,0.238,0.15,2.656,0.353566384,0
140.1058743,640.8236388,0.245,0.15,2.656,0.353566384,0
120.1124244,685.160072,0.262,0.15,2.648,0.350600282,0
89.89251484,739.2288824,0.287,0.15,2.648,0.350600282,0
65.27687533,744.2342048,0.288,0.15,2.644,0.349117232,0
59.73751724,754.9086889,0.293,0.15,2.632,0.344668079,0
53.86712099,758.7360982,0.296,0.15,2.632,0.344668079,0
53.47605976,768.8014551,0.299,0.15,2.62,0.340218927,0
61.27360105,786.0894025,0.296,0.15,2.608,0.335769774,0
70.1354746,813.9599491,0.295,0.15,2.608,0.335769774,0
87.57451075,801.7365147,0.299,0.15,2.592,0.329837571,0
130.5149541,809.1533279,0.254,0.15,2.572,0.322422316,0.002242588
241.0095535,823.6466404,0.228,0.15,2.592,0.329837571,0.023244301
296.3018971,823.8417675,0.218,0.15,2.616,0.338735876,0.057819235
295.1886619,823.4123513,0.211,0.15,2.628,0.343185028,0.058928209
285.9192606,826.490489,0.196,0.15,2.628,0.343185028,0.069211723
267.0793786,826.7446736,0.181,0.15,2.608,0.335769774,0.041456901
222.7227204,813.1572291,0.17,0.15,2.584,0.326871469,0.034515116
193.4317355,787.3112786,0.169,0.15,2.58,0.325388418,0.040395937
201.8170863,774.5696246,0.183,0.15,2.572,0.322422316,0.022228155
200.8792375,745.6456191,0.195,0.15,2.576,0.323905367,0
173.3171767,716.6845344,0.188,0.15,2.588,0.32835452,0
141.6655747,691.2955313,0.179,0.15,2.592,0.329837571,0
140.3481792,672.0988648,0.173,0.15,2.592,0.329837571,0
142.3695728,666.232538,0.158,0.15,2.588,0.32835452,0
140.1058743,701.6852467,0.145,0.15,2.58,0.325388418,0
120.1124244,753.3157458,0.111,0.15,2.572,0.322422316,0
89.89251484,815.7231919,0.106,0.15,2.544,0.31204096,0
65.27687533,825.0045573,0.112,0.15,2.564,0.319456215,0
59.73751724,837.4501827,0.112,0.15,2.556,0.316490113,0
53.86712099,842.7054066,0.114,0.15,2.556,0.316490113,0
53.47605976,854.7742184,0.108,0.15,2.54,0.31055791,0
