weather.temperature,direkt_horizontal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2
15.6,0,0,0
16.3,0,11,11
17.8,2,48,50
18.9,47,131,178
20,137,201,338
21.3,171,269,440
21.5,113,332,445
22.7,0,204,204
22.8,154,389,543
23.6,601,255,856
24,552,265,817
24.1,423,287,710
23.8,415,226,641
18.6,110,256,366
16.6,0,42,42
16.9,0,27,27
16.5,0,15,15
16.2,0,3,3
15.3,0,0,0
14.3,0,0,0
13.2,0,0,0
12.6,0,0,0
12.2,0,0,0
12.5,0,0,0
12.4,0,0,0
12.9,0,3,3
12.9,0,18,18
13.7,0,61,61
13.9,22,165,187
13.5,70,231,301
14,20,254,274
14.3,180,287,467
14.5,29,296,325
14.4,39,311,350
15,261,265,526
14,163,268,431
13.3,12,221,233
13.3,0,116,116
13.1,0,75,75
13,0,59,59
13,0,24,24
12.9,0,2,2
12.7,0,0,0
12.7,0,0,0
12.4,0,0,0
12.3,0,0,0
12.2,0,0,0
12,0,0,0
12,0,0,0
12.1,0,3,3
12.6,0,16,16
12.5,0,43,43
12.7,0,75,75
13,0,109,109
13,0,145,145
13.5,0,151,151
13.4,0,140,140
13.7,0,198,198
13.5,12,275,287
13.5,7,240,247
13.1,10,217,227
12.8,9,178,187
12.5,6,127,133
12.3,6,82,88
11.9,0,34,34
11.7,0,4,4
11.5,0,0,0
11.2,0,0,0
11.1,0,0,0
11.1,0,0,0
10.9,0,0,0
11.2,0,0,0
10.9,0,0,0
11.4,0,6,6
11.9,1,47,48
12.5,6,104,110
13.5,42,195,237
13.5,5,203,208
13.5,0,169,169
14.4,0,206,206
14.6,0,182,182
14.4,0,229,229
14.2,0,218,218
14.6,0,167,167
14.9,4,215,219
14.6,0,139,139
14.3,0,95,95
14.1,0,58,58
13.9,0,33,33
13.8,0,2,2
13.9,0,0,0
13.7,0,0,0
13.8,0,0,0
13.8,0,0,0
13.6,0,0,0
13.4,0,0,0
13.4,0,0,0
13.6,0,3,3
14.3,1,44,45
14.6,20,121,141
15.7,5,156,161
16.4,28,251,279
17.4,28,293,321
18.1,1,244,245
18.8,10,294,304
19.6,30,340,370
20.7,103,374,477
21.4,237,346,583
21.5,201,305,506
21.1,232,235,467
20.6,134,185,319
20.2,102,118,220
19.1,46,62,108
18.8,2,12,14
18.2,0,0,0
18.1,0,0,0
18.7,0,0,0
19.1,0,0,0
19.1,0,0,0
19.2,0,0,0
18.6,0,0,0
19.3,8,24,32
21,2,49,51
20.3,21,133,154
20.3,60,225,285
20.8,72,298,370
21.5,193,372,565
22.4,277,414,691
22.2,163,441,604
22.7,81,409,490
20.1,10,305,315
18.3,15,292,307
18.9,0,111,111
19.6,0,154,154
19.1,0,118,118
17.8,5,97,102
17.1,2,40,42
16.6,0,4,4
16.5,0,0,0
16.1,0,0,0
15.7,0,0,0
15,0,0,0
14.5,0,0,0
13.8,0,0,0
14.3,0,0,0
15.4,5,18,23
16.9,31,61,92
18.4,128,109,237
19.6,202,160,362
19.6,79,259,338
21,71,306,377
22.4,261,324,585
23,309,336,645
23.8,299,339,638
24.1,574,204,778
23.6,530,189,719
23.4,517,135,652
22.1,216,207,423
22,241,124,365
20.6,166,80,246
18.1,45,52,97
16.6,7,11,18
15.8,0,0,0
15.7,0,0,0
16.3,0,0,0
16.2,0,0,0
16.4,0,0,0
15.3,0,0,0
15.5,0,0,0
15.8,5,17,22
16,34,60,94
17.1,128,109,237
17.6,257,139,396
17.4,294,207,501
17.8,365,247,612
18.1,250,342,592
18.7,329,348,677
19.1,646,200,846
18.8,257,358,615
18,44,295,339
17.8,277,264,541
17.2,292,191,483
16.3,142,166,308
15.5,35,106,141
13,15,48,63
12.4,0,2,2
10.6,0,0,0
12.1,0,0,0
11.6,0,0,0
12.1,0,0,0
11.5,0,0,0
11.4,0,0,0
10.6,0,0,0
11.9,0,6,6
14,5,48,53
15.1,138,104,242
16.5,301,115,416
17.4,450,120,570
18.1,432,209,641
18.7,382,290,672
18.1,244,367,611
19.1,124,370,494
19.3,225,357,582
19.7,184,326,510
19.2,41,260,301
19.5,67,223,290
19.3,86,170,256
18.1,25,102,127
16.7,23,52,75
15.2,0,6,6
14.7,0,0,0
13.4,0,0,0
13.3,0,0,0
12.7,0,0,0
11.3,0,0,0
11.2,0,0,0
11.3,0,0,0
13.5,4,15,19
15.5,58,53,111
17.3,209,63,272
18.9,361,66,427
19.5,483,75,558
20.3,537,121,658
20.2,493,204,697
20.8,120,349,469
20.8,131,350,481
21.3,73,331,404
21.8,254,293,547
22.1,307,224,531
21.7,230,190,420
21.2,113,155,268
20.2,98,93,191
18.6,62,46,108
16.5,1,9,10
15.5,0,0,0
14.5,0,0,0
14,0,0,0
13.6,0,0,0
13,0,0,0
13.4,0,0,0
13.4,0,0,0
14.7,0,13,13
16.4,41,51,92
18.7,184,62,246
19.4,347,54,401
19.9,293,167,460
20.5,272,242,514
21.3,328,266,594
22.2,175,332,507
22.6,231,326,557
23,295,293,588
22.8,345,242,587
22.4,309,205,514
21.9,299,144,443
21.6,151,135,286
20.1,54,96,150
18.8,5,39,44
17.5,0,2,2
16.4,0,0,0
15.5,0,0,0
14.9,0,0,0
14.6,0,0,0
14.5,0,0,0
15,0,0,0
15.8,0,0,0
17,0,13,13
18.5,0,32,32
18.8,3,89,92
19.3,5,147,152
19,0,73,73
20,0,194,194
20.6,259,283,542
20.8,442,301,743
21.6,472,295,767
21,737,121,858
20.6,439,255,694
21.2,453,183,636
20.6,451,107,558
19.9,278,114,392
18,82,97,179
17,0,30,30
16.2,0,2,2
16.2,0,0,0
15.7,0,0,0
15.8,0,0,0
15.4,0,0,0
14.7,0,0,0
13.9,0,0,0
13.7,0,0,0
14.8,5,15,20
15.9,42,61,103
17.1,224,66,290
17.3,319,97,416
18.6,243,216,459
18.8,175,306,481
19.8,290,252,542
20.4,155,355,510
17.5,66,327,393
18.2,41,302,343
18.4,148,311,459
19.5,263,257,520
18.6,354,146,500
17.8,197,141,338
16.6,138,80,218
16,74,44,118
14.7,7,9,16
13.3,0,0,0
13.7,0,0,0
13.6,0,0,0
13.3,0,0,0
13.3,0,0,0
12.7,0,0,0
12.8,0,0,0
14.4,0,10,10
15.4,38,58,96
17,59,116,175
17.4,44,182,226
18.1,90,251,341
18.3,86,307,393
18,38,300,338
18.7,160,354,514
18.9,330,333,663
19.4,367,305,672
18.6,290,297,587
18.2,303,242,545
17.6,204,210,414
17,13,143,156
16.5,23,87,110
15.8,11,41,52
15.4,0,1,1
15,0,0,0
13.3,0,0,0
13.6,0,0,0
13.2,0,0,0
13.5,0,0,0
12.8,0,0,0
13.2,0,0,0
13.4,0,6,6
14.3,0,34,34
15.2,66,112,178
15.9,160,164,324
15.9,119,247,366
15.7,187,298,485
17.1,156,303,459
17.1,170,352,522
16.7,159,345,504
17.1,138,330,468
16.7,215,305,520
16.5,153,269,422
15.6,210,203,413
14.7,26,152,178
13.3,100,85,185
12.6,40,40,80
12.8,14,4,18
12.7,0,0,0
12.1,0,0,0
12.3,0,0,0
11.8,0,0,0
12,0,0,0
12,0,0,0
12.1,0,0,0
12,5,17,22
12.5,51,61,112
13.6,33,117,150
13.5,25,178,203
15.2,8,202,210
16.7,64,312,376
17.5,122,325,447
17.5,115,369,484
17.1,86,350,436
15.3,45,313,358
15.3,0,151,151
15.8,0,118,118
15.8,0,148,148
15.4,0,101,101
15.1,7,80,87
14.7,15,42,57
14.4,0,2,2
13.8,0,0,0
14,0,0,0
13.4,0,0,0
13.6,0,0,0
13.6,0,0,0
13.6,0,0,0
13.2,0,0,0
13.6,0,9,9
14.2,13,51,64
14.5,19,109,128
14.2,126,178,304
15.3,94,253,347
14.9,97,312,409
15.8,144,310,454
16.4,99,353,452
16.6,173,358,531
16.5,226,346,572
16.7,312,297,609
16.4,203,246,449
15.9,164,222,386
15.2,121,164,285
14.8,49,90,139
13.9,9,39,48
14,0,5,5
13.9,0,0,0
13.5,0,0,0
12.4,0,0,0
13,0,0,0
12.3,0,0,0
12.3,0,0,0
11.9,0,0,0
12.6,3,12,15
14.3,67,54,121
15.7,123,102,225
17,281,114,395
17.7,503,89,592
18.8,391,221,612
19.1,273,275,548
18.8,20,296,316
18.6,2,233,235
18.5,0,182,182
17.3,0,125,125
17,0,132,132
16.2,0,81,81
16.2,0,85,85
16.3,0,56,56
16.3,0,20,20
16.5,2,8,10
16,0,0,0
14.8,0,0,0
14.3,0,0,0
13.7,0,0,0
13.5,0,0,0
13.5,0,0,0
14.3,0,0,0
14.9,0,5,5
16.1,6,45,51
17.1,85,111,196
18.6,80,181,261
18.7,83,249,332
19.3,42,282,324
19.8,85,322,407
19.3,0,201,201
21,72,336,408
22.1,311,321,632
21.8,430,239,669
21.3,498,141,639
20.6,261,187,448
19.7,21,149,170
18.4,0,65,65
17.3,0,22,22
16.5,0,1,1
15.4,0,0,0
14.5,0,0,0
14.1,0,0,0
13.3,0,0,0
12.6,0,0,0
12.3,0,0,0
12.3,0,0,0
15.1,4,12,16
17.7,53,52,105
19.7,39,113,152
21.5,173,160,333
22.7,298,188,486
22.7,145,310,455
23.6,13,275,288
24.5,274,348,622
25.1,689,151,840
25.3,513,240,753
26.3,582,159,741
25.2,529,127,656
24.3,116,223,339
22.3,0,86,86
21.2,8,79,87
19.1,16,41,57
17.7,1,6,7
17,0,0,0
16.1,0,0,0
15.6,0,0,0
14.9,0,0,0
15.5,0,0,0
15.2,0,0,0
15.8,0,0,0
16.7,8,15,23
19.1,33,53,86
21.5,168,83,251
23.3,310,98,408
24,450,106,556
24.7,563,116,679
25.7,639,134,773
25,627,181,808
24.1,54,334,388
23,82,333,415
22.1,246,308,554
22.7,337,223,560
22.5,439,104,543
20.7,289,100,389
19.1,156,82,238
17.8,45,49,94
16.1,0,8,8
16.2,0,0,0
16.3,0,0,0
15.1,0,0,0
15,0,0,0
15.2,0,0,0
15.2,0,0,0
14.7,0,0,0
16.6,6,13,19
18.1,67,46,113
18.8,186,65,251
20,327,72,399
20.6,413,109,522
21.3,465,156,621
21.8,433,232,665
21.8,442,262,704
22.4,411,286,697
23.5,406,234,640
22.6,526,159,685
22.5,218,231,449
22.3,481,62,543
21.4,316,72,388
21,149,76,225
17.9,47,45,92
16.7,1,7,8
15.7,0,0,0
15,0,0,0
15.4,0,0,0
15.8,0,0,0
15.4,0,0,0
15.3,0,0,0
15.7,0,0,0
16.8,0,4,4
18.9,42,55,97
21.2,118,104,222
23.1,248,134,382
23.3,217,230,447
23.5,15,252,267
21.5,0,189,189
19.4,0,115,115
19.1,0,139,139
19.5,0,137,137
20.7,0,142,142
22.1,76,269,345
22.1,350,162,512
21.3,270,119,389
20.8,91,103,194
17.9,25,48,73
17.2,0,2,2
16.3,0,0,0
15.9,0,0,0
15.5,0,0,0
16.1,0,0,0
15.6,0,0,0
15.9,0,0,0
16.1,0,0,0
16.3,0,2,2
16.3,0,15,15
16.5,0,28,28
17.1,0,87,87
17,0,131,131
17.5,2,195,197
17.9,36,288,324
19.2,47,306,353
19.5,168,322,490
19.5,138,308,446
19.4,2,203,205
19.3,35,233,268
19,118,199,317
18.3,27,139,166
17.1,52,89,141
16.2,0,19,19
16,0,4,4
15.8,0,0,0
15.6,0,0,0
15.1,0,0,0
14.6,0,0,0
14.4,0,0,0
13.7,0,0,0
13.6,0,0,0
14.8,4,11,15
15.9,28,47,75
16.7,55,102,157
16.5,11,143,154
17.4,103,228,331
18.6,243,259,502
19.1,150,321,471
19.3,163,338,501
19.6,246,331,577
17.7,239,305,544
17.9,74,281,355
18.7,153,244,397
18.6,291,160,451
17.7,230,112,342
16.9,89,89,178
14.6,14,40,54
14.3,0,1,1
14.3,0,0,0
13.8,0,0,0
13.7,0,0,0
13.4,0,0,0
13.1,0,0,0
12.8,0,0,0
12.7,0,0,0
13.7,0,2,2
14.5,0,22,22
15.2,0,57,57
15.3,3,125,128
15.4,0,96,96
16.3,0,100,100
16.7,0,157,157
17.5,63,324,387
17.8,132,344,476
17.7,448,224,672
17.8,422,211,633
17.9,301,228,529
17.7,208,205,413
16.8,253,114,367
16.3,142,86,228
15.4,36,47,83
14.7,0,5,5
14.2,0,0,0
14.4,0,0,0
12.5,0,0,0
13,0,0,0
13.7,0,0,0
12.6,0,0,0
12.4,0,0,0
13.1,1,12,13
15,49,53,102
16.6,157,88,245
18.1,282,112,394
19,320,176,496
19.5,366,231,597
19.8,492,227,719
20.6,612,199,811
20.9,726,140,866
21.5,217,333,550
21.2,67,289,356
21,201,258,459
20.7,138,226,364
20.2,26,149,175
18.9,24,96,120
18.1,8,38,46
17.7,0,4,4
17.2,0,0,0
16.7,0,0,0
15.9,0,0,0
15,0,0,0
14.2,0,0,0
14.2,0,0,0
15.2,0,0,0
15.9,0,4,4
18.3,17,49,66
20.5,105,105,210
22.2,192,153,345
23.6,290,194,484
24.8,344,246,590
25.3,455,250,705
25.8,606,202,808
26.2,669,176,845
25.9,639,178,817
26.2,503,215,718
26.5,417,197,614
25.5,342,158,500
24.4,230,128,358
22.1,120,91,211
20.2,30,46,76
19,0,4,4
17.4,0,0,0
16.3,0,0,0
16,0,0,0
16,0,0,0
16.1,0,0,0
14.2,0,0,0
14.3,0,0,0
16.2,0,1,1
17.8,15,44,59
19.7,93,97,190
22.1,160,152,312
23.5,205,216,421
24.2,454,163,617
24.9,618,126,744
23.1,532,220,752
23.8,255,345,600
19.7,9,269,278
21.4,0,132,132
20.6,11,225,236
20.3,90,221,311
20.6,28,154,182
19.2,89,89,178
17.9,28,41,69
17.8,1,8,9
17.6,0,0,0
17.2,0,0,0
16.3,0,0,0
16.4,0,0,0
15.9,0,0,0
15.9,0,0,0
15.3,0,0,0
15.6,0,2,2
17.6,10,50,60
18.1,62,133,195
19.1,51,206,257
19.7,23,249,272
20.2,121,361,482
20.7,221,412,633
22.1,351,415,766
22.9,450,388,838
22.8,438,377,815
22,326,378,704
22,289,324,613
21.4,165,268,433
20.5,37,170,207
19,2,78,80
17.2,0,26,26
16.9,0,1,1
16.4,0,0,0
15.9,0,0,0
15.7,0,0,0
15.8,0,0,0
15.6,0,0,0
15.5,0,0,0
15.4,0,0,0
15.6,0,0,0
16.4,0,11,11
17.2,1,70,71
18.1,11,149,160
19,30,227,257
20.1,24,267,291
21.4,59,325,384
22.7,357,297,654
20.9,148,349,497
19,0,115,115
17.1,0,103,103
17.7,0,126,126
17.8,0,76,76
17.3,0,39,39
16.8,0,35,35
16.4,12,37,49
16.2,2,7,9
15.7,0,0,0
15.4,0,0,0
15.6,0,0,0
14.9,0,0,0
15.1,0,0,0
14.9,0,0,0
15.3,0,0,0
15.5,0,1,1
16.5,0,8,8
17.8,1,72,73
19,69,152,221
20.3,112,204,316
20,122,254,376
19.2,0,207,207
19.3,4,241,245
19.7,17,268,285
20.2,257,252,509
19.7,139,260,399
19.1,55,229,284
18.7,296,89,385
18.2,236,62,298
16.9,138,49,187
15.4,43,33,76
14.9,3,6,9
13.6,0,0,0
13.3,0,0,0
13.7,0,0,0
13.8,0,0,0
14.2,0,0,0
14.6,0,0,0
14.6,0,0,0
15.2,0,3,3
16.2,0,19,19
17.8,0,49,49
18.7,0,100,100
19.1,2,161,163
19.5,0,130,130
19.3,10,258,268
20.1,172,314,486
19.4,348,275,623
19.5,35,283,318
19.3,21,250,271
18.3,75,246,321
17.8,146,182,328
17.4,153,122,275
16.2,130,60,190
15.8,38,32,70
15.4,0,5,5
15.1,0,0,0
15.1,0,0,0
15.1,0,0,0
14.5,0,0,0
14.3,0,0,0
13.7,0,0,0
14.2,0,0,0
15.8,0,1,1
16.7,19,42,61
17.4,88,95,183
18.1,203,131,334
18.6,285,180,465
18.9,355,222,577
19.5,428,243,671
19.9,237,349,586
19.9,334,327,661
19.5,396,287,683
19,121,311,432
18.8,173,270,443
18.5,68,217,285
18.1,76,158,234
17,51,96,147
16.5,6,34,40
16.7,0,2,2
16.5,0,0,0
16.1,0,0,0
16.1,0,0,0
15.5,0,0,0
15,0,0,0
14.9,0,0,0
14.2,0,0,0
15.1,0,2,2
16.4,0,21,21
16.4,41,95,136
17.8,41,164,205
19.2,166,207,373
19.7,246,241,487
19.7,266,278,544
20.4,426,236,662
19.9,687,91,778
20.2,640,106,746
20,344,231,575
19.6,399,149,548
19.6,198,163,361
19.3,15,120,135
17.5,155,53,208
15.4,45,33,78
14.8,1,6,7
13.9,0,0,0
12.8,0,0,0
12.8,0,0,0
11.9,0,0,0
11.3,0,0,0
10.5,0,0,0
10.6,0,0,0
12.1,0,0,0
14.3,11,43,54
16.8,79,111,190
19.9,173,165,338
21.3,233,232,465
22,263,297,560
22.5,222,362,584
23.8,271,382,653
24.8,387,352,739
24.2,334,356,690
23.7,184,350,534
23.2,51,275,326
21.6,3,167,170
20.4,5,120,125
17.5,0,62,62
17.3,0,16,16
16.7,0,0,0
16.8,0,0,0
16.8,0,0,0
16.6,0,0,0
15.6,0,0,0
14.4,0,0,0
13.5,0,0,0
13.3,0,0,0
13.7,0,0,0
14.4,0,13,13
14.3,0,28,28
15.8,0,77,77
16.4,0,114,114
16.7,14,234,248
16,213,264,477
15.4,0,192,192
17.7,131,297,428
17.2,49,280,329
17.7,36,251,287
17,81,231,312
16.6,170,155,325
16.3,92,119,211
15,34,83,117
14.8,33,30,63
14.7,0,5,5
14,0,0,0
14,0,0,0
13.9,0,0,0
14,0,0,0
13.8,0,0,0
14,0,0,0
13.8,0,0,0
14.1,0,0,0
14.8,0,6,6
15,0,18,18
18,0,76,76
17.9,147,217,364
17.9,513,94,607
19.2,373,245,618
18.4,89,337,426
19.2,123,349,472
19.2,226,330,556
18.3,112,306,418
19.5,136,262,398
19.4,236,164,400
18.9,287,60,347
17.6,141,55,196
15.9,28,28,56
15,0,0,0
14,0,0,0
13.7,0,0,0
13.5,0,0,0
13.5,0,0,0
13.8,0,0,0
13.4,0,0,0
14,0,0,0
14.4,0,0,0
15.3,22,16,38
16.6,30,55,85
17.6,50,104,154
18.8,65,153,218
19.3,250,89,339
19.9,369,75,444
21,40,233,273
21.5,0,155,155
21.1,110,199,309
20.8,0,165,165
20.6,0,126,126
20,25,141,166
19.8,20,96,116
19.3,0,47,47
18.4,0,9,9
17.7,0,0,0
17.1,0,0,0
15.9,0,0,0
16.1,0,0,0
15.6,0,0,0
14.9,0,0,0
15.6,0,0,0
15.2,0,0,0
15,0,0,0
16,11,28,39
18,81,76,157
20.3,132,141,273
19.6,102,229,331
20.1,174,276,450
21.7,178,322,500
22.2,191,346,537
22.3,149,353,502
22.9,116,337,453
23.1,116,307,423
22.2,213,245,458
21.4,237,165,402
20.2,63,146,209
18.6,15,78,93
17.3,2,16,18
16.7,0,0,0
16.5,0,0,0
15.8,0,0,0
15.1,0,0,0
14.5,0,0,0
13.6,0,0,0
13.3,0,0,0
13,0,0,0
13.5,0,0,0
14.9,8,26,34
18,61,78,139
19.3,234,77,311
19.9,410,60,470
20.4,564,50,614
22.5,463,179,642
21.5,442,228,670
22.3,429,246,675
22.7,284,297,581
21.9,354,229,583
21.1,510,71,581
20.2,403,82,485
18.7,291,56,347
16.5,137,47,184
14.5,24,24,48
13.6,0,0,0
12.6,0,0,0
12.2,0,0,0
12.1,0,0,0
11.4,0,0,0
11.5,0,0,0
11.4,0,0,0
11,0,0,0
11.4,0,0,0
14.4,14,31,45
17.9,103,73,176
19.7,238,95,333
21.3,376,107,483
22.3,442,148,590
23,402,242,644
23.5,398,281,679
23.9,440,270,710
24.3,637,133,770
24.4,655,80,735
24.3,542,85,627
24,399,89,488
23.4,262,81,343
20.7,114,67,181
18.9,17,27,44
17.9,0,0,0
16.1,0,0,0
15.1,0,0,0
14.5,0,0,0
13.9,0,0,0
14.4,0,0,0
14.7,0,0,0
14.1,0,0,0
15.8,0,0,0
18.5,17,28,45
19.8,130,49,179
20.8,281,57,338
21.5,402,82,484
22.5,301,203,504
23.1,233,286,519
23.8,237,312,549
24.9,305,294,599
24.8,429,220,649
24.8,329,232,561
24.5,519,63,582
24,412,73,485
22.7,276,65,341
20.4,132,47,179
18.9,20,23,43
17.4,0,0,0
16.9,0,0,0
16.9,0,0,0
17.1,0,0,0
17,0,0,0
16.7,0,0,0
16.1,0,0,0
16.5,0,0,0
15.7,0,0,0
17.7,3,26,29
19.9,58,85,143
21.2,165,126,291
23.2,310,136,446
23.6,466,124,590
24.7,545,140,685
24.5,620,132,752
24.8,515,208,723
24.6,249,320,569
24.5,172,305,477
23.4,92,260,352
22.8,32,188,220
22,80,139,219
19.6,77,68,145
18.4,12,20,32
17.7,0,0,0
17.2,0,0,0
16.7,0,0,0
16.9,0,0,0
16.7,0,0,0
16.2,0,0,0
16,0,0,0
16.3,0,0,0
16.4,0,0,0
17.4,0,9,9
17.9,0,44,44
18.7,23,153,176
20.2,115,236,351
21.2,144,295,439
22.1,398,262,660
22.6,472,262,734
23.5,241,370,611
23.4,130,361,491
23.4,178,332,510
23.1,288,242,530
21.7,176,208,384
21.9,105,148,253
19.6,74,80,154
18,5,19,24
17.7,0,0,0
17.5,0,0,0
17.1,0,0,0
16.8,0,0,0
16.7,0,0,0
16.6,0,0,0
16.4,0,0,0
16.3,0,0,0
16.8,0,0,0
17.4,0,6,6
18.4,0,53,53
20.3,57,164,221
21.7,188,216,404
22.5,293,251,544
24.1,479,222,701
24.7,563,218,781
24.9,565,230,795
24.5,548,223,771
24.4,495,208,703
24.6,420,181,601
24.1,293,161,454
23.4,172,127,299
21.4,71,81,152
20.5,6,19,25
19.2,0,0,0
18.2,0,0,0
17.6,0,0,0
17.5,0,0,0
16.7,0,0,0
16.3,0,0,0
16.4,0,0,0
16.2,0,0,0
15.9,0,0,0
17.2,16,28,44
18.9,98,65,163
19.8,163,116,279
21.1,254,153,407
21.9,411,143,554
22.4,154,295,449
23,58,307,365
22.1,59,309,368
22.4,14,253,267
21.8,1,191,192
20.6,0,142,142
19.9,0,78,78
19.4,2,96,98
18.6,0,40,40
18.3,0,6,6
17.8,0,0,0
17.6,0,0,0
17.3,0,0,0
16.7,0,0,0
16.9,0,0,0
16.7,0,0,0
16.5,0,0,0
16.4,0,0,0
16.4,0,0,0
16.5,0,11,11
16.9,0,51,51
16.9,0,73,73
17.3,10,145,155
17.8,5,181,186
17.6,0,180,180
18.6,0,202,202
18.4,0,180,180
18.1,0,150,150
18.3,0,119,119
18,0,129,129
17.2,0,126,126
16.8,10,88,98
16.5,20,42,62
16.4,0,11,11
15.9,0,0,0
15,0,0,0
14.5,0,0,0
14.3,0,0,0
13,0,0,0
12.6,0,0,0
12.3,0,0,0
12.6,0,0,0
13.1,0,0,0
15.3,8,28,36
16.6,69,83,152
17.8,125,143,268
18.5,178,205,383
18.9,305,225,530
19.4,405,239,644
19.4,431,264,695
20.4,522,230,752
20,533,207,740
20.8,471,197,668
20.8,447,144,591
20.4,318,133,451
19.5,192,108,300
17.5,85,72,157
15.1,8,19,27
14.3,0,0,0
13.5,0,0,0
13.2,0,0,0
13.5,0,0,0
14,0,0,0
15.1,0,0,0
15.6,0,0,0
14.9,0,0,0
14.3,0,0,0
15.7,1,19,20
17.5,47,75,122
19.1,191,105,296
20.1,340,113,453
21,339,194,533
20.8,163,302,465
20.4,1,218,219
20.2,33,281,314
20.7,410,254,664
20.6,346,244,590
19.7,231,227,458
19.2,7,151,158
18.8,29,123,152
17.1,43,66,109
16,1,13,14
15.1,0,0,0
15,0,0,0
13.9,0,0,0
12.9,0,0,0
13.2,0,0,0
14.4,0,0,0
15,0,0,0
15.4,0,0,0
14.6,0,0,0
15.4,0,11,11
17.1,6,63,69
19.1,96,134,230
20.4,331,108,439
20.9,357,173,530
21.5,270,267,537
21.7,211,315,526
22.7,256,310,566
22.6,235,301,536
22.7,192,275,467
22.5,198,224,422
22.5,94,179,273
21.1,131,109,240
19.9,33,64,97
19.3,2,12,14
19.2,0,0,0
18.9,0,0,0
19.2,0,0,0
18.9,0,0,0
18.5,0,0,0
17.3,0,0,0
17.1,0,0,0
17.4,0,0,0
17.4,0,0,0
17.7,0,13,13
18.6,0,20,20
18.8,17,113,130
20,0,107,107
20.3,56,215,271
19.4,69,242,311
19.2,0,138,138
21.4,56,254,310
22.2,231,209,440
22.4,328,139,467
22.9,166,159,325
22.6,137,122,259
21.8,67,92,159
20.4,0,41,41
18.9,0,3,3
18.9,0,0,0
18.3,0,0,0
18.4,0,0,0
19.2,0,0,0
18.7,0,0,0
17.7,0,0,0
16.9,0,0,0
16.6,0,0,0
16.6,0,0,0
17.1,0,10,10
18,5,60,65
18.4,16,124,140
19,91,199,290
19.2,66,251,317
19.7,80,283,363
17.5,61,293,354
17,0,84,84
16.9,0,87,87
16.3,0,91,91
16.6,0,95,95
15.7,74,175,249
15.7,112,110,222
15,45,59,104
14.4,3,13,16
13.6,0,0,0
13.4,0,0,0
13.6,0,0,0
13.3,0,0,0
13.3,0,0,0
12.9,0,0,0
12.2,0,0,0
12.5,0,0,0
12.4,0,0,0
12.9,9,18,27
14.4,78,48,126
15.9,184,71,255
15.7,126,166,292
15.9,13,201,214
15.3,4,202,206
15.7,87,275,362
14.4,34,255,289
15.5,0,111,111
15,13,205,218
15.7,25,185,210
14.6,0,88,88
13.9,101,90,191
13.7,54,46,100
12.8,0,4,4
12,0,0,0
12.2,0,0,0
12.3,0,0,0
11.6,0,0,0
11.6,0,0,0
11.2,0,0,0
10.6,0,0,0
10.8,0,0,0
11.1,0,0,0
12.3,0,9,9
13.9,3,57,60
15.4,36,138,174
16.9,180,199,379
17.5,360,198,558
18.1,273,296,569
18.7,341,305,646
18.9,135,345,480
18.7,64,302,366
19.4,27,246,273
18.5,89,243,332
18,88,191,279
17.1,33,121,154
14.8,16,60,76
13.7,2,13,15
14,0,0,0
14,0,0,0
14,0,0,0
13.8,0,0,0
14,0,0,0
13.9,0,0,0
13.8,0,0,0
13.8,0,0,0
13.9,0,0,0
14.6,2,17,19
16.2,7,57,64
17,4,101,105
17.8,18,171,189
17.9,43,234,277
18.6,62,272,334
19.2,10,236,246
20.3,82,297,379
20.9,67,279,346
21.4,99,261,360
20.4,268,180,448
19.8,7,138,145
19.1,0,70,70
18.2,0,34,34
17.8,0,1,1
17.1,0,0,0
17.2,0,0,0
17.1,0,0,0
17.1,0,0,0
16.8,0,0,0
16.9,0,0,0
15.7,0,0,0
14.7,0,0,0
14.1,0,0,0
15.4,2,17,19
17.2,5,58,63
19,70,137,207
20.6,279,146,425
21.4,462,132,594
21.4,522,157,679
22,304,303,607
22.1,43,292,335
22.5,34,273,307
23.1,86,283,369
22.4,228,225,453
19.1,20,161,181
18.8,0,43,43
17,13,52,65
16.4,1,13,14
16.2,0,0,0
15.6,0,0,0
14.8,0,0,0
14.6,0,0,0
15.1,0,0,0
15.9,0,0,0
17,0,0,0
17.3,0,0,0
17.8,0,0,0
18,0,4,4
18.3,0,17,17
18.3,0,41,41
18.5,0,66,66
18.7,0,79,79
18.7,0,99,99
19.3,0,118,118
18.9,0,99,99
18.2,0,78,78
17.8,0,88,88
18.1,0,99,99
18.4,0,88,88
18.7,3,97,100
18.5,10,60,70
18.4,0,9,9
18.1,0,0,0
18.2,0,0,0
18.2,0,0,0
18.1,0,0,0
17.9,0,0,0
17.8,0,0,0
17.4,0,0,0
17.1,0,0,0
17.1,0,0,0
17.7,0,3,3
18,0,28,28
18.3,31,125,156
19.6,162,170,332
20,204,220,424
20.1,123,285,408
20,39,280,319
20.9,3,215,218
20.9,9,225,234
20.9,62,258,320
16.1,11,178,189
17.1,0,86,86
16.3,39,109,148
16.5,65,49,114
15.8,0,6,6
15.6,0,0,0
15.1,0,0,0
15.3,0,0,0
14.3,0,0,0
14.2,0,0,0
14.8,0,0,0
14.4,0,0,0
14.4,0,0,0
14.3,0,0,0
14.7,0,9,9
15.7,0,36,36
17.1,0,64,64
18.4,19,179,198
